userName,score,at,content,clean,text_preprocessed,toSantance,polarity_score,polarity
Farah Hasbi,1,2023-02-01 01:26:00,"saya tidak bisa mendaftar, untuk awal pendaftaran KTP susah di scan tidak seperti bank lainnya. Bank lain 1 menit bisa. BRIMO BERJAM-JAM, BERHARI-HARI, BERMINGGU-MINGGU SAMPAI SEKARANG TIDAK BISA PADAHAL SUDAH BERGANTI TAHUN...",saya tidak bisa mendaftar untuk awal pendaftaran ktp susah di scan tidak seperti bank lainnya bank lain  menit bisa brimo berjamjam berharihari bermingguminggu sampai sekarang tidak bisa padahal sudah berganti tahun,"['daftar', 'daftar', 'ktp', 'susah', 'scan', 'bank', 'bank', 'menit', 'brimo', 'berjamjam', 'berharihari', 'bermingguminggu', 'ganti']",mendaftar pendaftaran ktp susah scan bank bank menit brimo berjamjam berharihari bermingguminggu berganti,-7,negative
Dody Abu,5,2023-02-01 01:25:22,Bagus dan nyaman.,bagus dan nyaman,"['bagus', 'nyaman']",bagus nyaman,2,positive
Lastri Js,5,2023-02-01 01:22:42,Sangat membantu skali jd tidak ribet cari2 atm ckp d rumah bisa transfr ke mana aja dan kapan aja.....terimakasih BRIMO,sangat membantu skali jd tidak ribet cari atm ckp d rumah bisa transfr ke mana aja dan kapan ajaterimakasih brimo,"['bantu', 'skali', 'ribet', 'cari', 'atm', 'cakep', 'rumah', 'transfr', 'ajaterimakasih', 'brimo']",membantu skali ribet cari atm cakep rumah transfr ajaterimakasih brimo,-1,negative
SANTI Aksan,5,2023-02-01 01:14:41,Sangat Memudahkan costumer,sangat memudahkan costumer,"['mudah', 'costumer']",memudahkan costumer,3,positive
Yitno Nono,5,2023-02-01 01:12:40,Ok membantu ga repot ke ATM,ok membantu ga repot ke atm,"['ok', 'bantu', 'ga', 'repot', 'atm']",ok membantu ga repot atm,-2,negative
Abd Malik,5,2023-02-01 01:09:11,Bagus terpercaya,bagus terpercaya,"['bagus', 'percaya']",bagus terpercaya,0,neutral
Dina Syarifah,5,2023-02-01 01:07:58,"Sangat higienis, mudah cepat dan mempersingkat waktu",sangat higienis mudah cepat dan mempersingkat waktu,"['higienis', 'mudah', 'cepat', 'singkat']",higienis mudah cepat mempersingkat,0,neutral
Al kautsar,5,2023-02-01 01:03:27,Semakin membaik,semakin membaik,['baik'],membaik,2,positive
Aziz Akbar,4,2023-02-01 01:03:08,App Brimo mantap sangat membantu dan OK banget pokoknya,app brimo mantap sangat membantu dan ok banget pokoknya,"['app', 'brimo', 'mantap', 'bantu', 'ok', 'banget', 'pokok']",app brimo mantap membantu ok banget pokoknya,9,positive
BIGBOOS GAMENG,5,2023-02-01 01:01:49,Terbantu banget,terbantu banget,"['bantu', 'banget']",terbantu banget,0,neutral
Pic Herdian,5,2023-02-01 00:58:35,Makin asik makin gampang,makin asik makin gampang,"['asik', 'gampang']",asik gampang,5,positive
Elva S. Silviani,5,2023-02-01 00:54:27,"Lancar sii pas pemakaiannya, tapi kadang suka ribet kalau mau log in lagi ketika reset hp",lancar sii pas pemakaiannya tapi kadang suka ribet kalau mau log in lagi ketika reset hp,"['lancar', 'sii', 'pas', 'pakai', 'kadang', 'suka', 'ribet', 'log', 'in', 'reset', 'hp']",lancar sii pas pemakaiannya kadang suka ribet log in reset hp,6,positive
Suryoto Siswosuwondo,5,2023-02-01 00:52:57,Makin keren,makin keren,['keren'],keren,0,neutral
Gunadhi Igun,5,2023-02-01 00:50:08,Brimo paten,brimo paten,"['brimo', 'paten']",brimo paten,0,neutral
Indra Bandrol channel,5,2023-02-01 00:49:31,Mantap mksh brimo,mantap mksh brimo,"['mantap', 'mksh', 'brimo']",mantap mksh brimo,7,positive
"bakul tempe b,g",5,2023-02-01 00:42:15,Cepat tanpa hambatan,cepat tanpa hambatan,"['cepat', 'hambat']",cepat hambatan,-4,negative
Zaenal Ramli,1,2023-02-01 00:41:48,"Setor tunai uangnya ga masuk no rek, udah 2x bikin pengaduan di aplikasi brimo tapi no pengaduan tidak ditemukan mulu. Padahal atmnya dekat dengan kantor bri pelayanannya buruk",setor tunai uangnya ga masuk no rek udah x bikin pengaduan di aplikasi brimo tapi no pengaduan tidak ditemukan mulu padahal atmnya dekat dengan kantor bri pelayanannya buruk,"['setor', 'tunai', 'uang', 'ga', 'masuk', 'no', 'rek', 'x', 'bikin', 'adu', 'aplikasi', 'brimo', 'no', 'adu', 'temu', 'melulu', 'atmnya', 'kantor', 'bri', 'layan', 'buruk']",setor tunai uangnya ga masuk no rek x bikin pengaduan aplikasi brimo no pengaduan ditemukan melulu atmnya kantor bri pelayanannya buruk,-16,negative
Runtastic 4ever,1,2023-02-01 00:38:07,"Busyett dah mau registrasi ternyata lebih sulit daripada mengurus perijinan di negeri wakandaw, memang BRImo ini mengecewakan, sudah 3x ganti HP sama aja ngga bisa registrasi",busyett dah mau registrasi ternyata lebih sulit daripada mengurus perijinan di negeri wakandaw memang brimo ini mengecewakan sudah x ganti hp sama aja ngga bisa registrasi,"['busyett', 'deh', 'registrasi', 'sulit', 'urus', 'perijinan', 'negeri', 'wakandaw', 'brimo', 'kecewa', 'x', 'ganti', 'hp', 'registrasi']",busyett deh registrasi sulit mengurus perijinan negeri wakandaw brimo mengecewakan x ganti hp registrasi,0,neutral
Dede Wap,1,2023-02-01 00:35:06,ada uang masuk di mutasi tpi total rekening ga muncul aplikasinya eror nih bri,ada uang masuk di mutasi tpi total rekening ga muncul aplikasinya eror nih bri,"['uang', 'masuk', 'mutasi', 'total', 'rekening', 'ga', 'muncul', 'aplikasi', 'eror', 'bri']",uang masuk mutasi total rekening ga muncul aplikasinya eror bri,-13,negative
Asih Sulasih,5,2023-02-01 00:33:38,Makin bagus layananya... 😀😀😀,makin bagus layananya,"['bagus', 'layananya']",bagus layananya,-2,negative
Anggun Nirwana,5,2023-02-01 00:33:32,sering gangguan,sering gangguan,['ganggu'],gangguan,-4,negative
Reyzal Aditya,4,2023-02-01 00:32:53,Saya merasa sangat terbantu..,saya merasa sangat terbantu,['bantu'],terbantu,-1,negative
nemowww 7,1,2023-02-01 00:24:36,Aplikasi brimo nya merah terus ini mah eror da ga ijo2,aplikasi brimo nya merah terus ini mah eror da ga ijo,"['aplikasi', 'brimo', 'nya', 'merah', 'mah', 'eror', 'da', 'ga', 'ijo']",aplikasi brimo nya merah mah eror da ga ijo,-7,negative
Angga Wera,5,2023-02-01 00:24:09,Sangat puas untuk saat ini,sangat puas untuk saat ini,['puas'],puas,3,positive
dimas rifky,5,2023-02-01 00:23:46,Mudah penggunaan 👍👍👍,mudah penggunaan,"['mudah', 'guna']",mudah penggunaan,4,positive
Kakarot sf chanel febrian,5,2023-02-01 00:21:38,Sangat membantu sekali ... Good joob,sangat membantu sekali  good joob,"['bantu', 'good', 'joob']",membantu good joob,4,positive
Muhammad Yunus,5,2023-02-01 00:21:09,Mantaap aplikasinya,mantaap aplikasinya,"['mantaap', 'aplikasi']",mantaap aplikasinya,-4,negative
Akbar Channel,1,2023-02-01 00:20:30,Aplikasi ini terlalu terlalu lalot verifikasi aj Berjam jam nunggu ny🥱,aplikasi ini terlalu terlalu lalot verifikasi aj berjam jam nunggu ny,"['aplikasi', 'lalot', 'verifikasi', 'jam', 'jam', 'nunggu', 'ny']",aplikasi lalot verifikasi berjam jam nunggu ny,-3,negative
Naufal Asjai,5,2023-02-01 00:19:29,Saya jdi lebih mudah ber blanja,saya jdi lebih mudah ber blanja,"['mudah', 'ber', 'blanja']",mudah ber blanja,3,positive
titi fitriyaningsih,5,2023-02-01 00:15:42,"Brimo memberi kemudahan pada saya untuk bertransaksi,,,,",brimo memberi kemudahan pada saya untuk bertransaksi,"['brimo', 'mudah', 'transaksi']",brimo kemudahan bertransaksi,7,positive
Yetti Bantarmuncang,5,2023-02-01 00:12:01,Sangat bagus transaksi jadi mudah,sangat bagus transaksi jadi mudah,"['bagus', 'transaksi', 'mudah']",bagus transaksi mudah,5,positive
Henny Limbong,4,2023-02-01 00:12:01,"Mudah, efektif, gampang mantap.",mudah efektif gampang mantap,"['mudah', 'efektif', 'gampang', 'mantap']",mudah efektif gampang mantap,14,positive
Roffie Diroby,5,2023-02-01 00:11:12,Suka banget pakek brimo . Sanagat membantu,suka banget pakek brimo  sanagat membantu,"['suka', 'banget', 'pakek', 'brimo', 'sanagat', 'bantu']",suka banget pakek brimo sanagat membantu,2,positive
Engkan Iskandar,5,2023-02-01 00:10:41,Bs digunakan dimanapun,bs digunakan dimanapun,['mana'],dimanapun,0,neutral
MEDIA INFORMASI,4,2023-02-01 00:10:05,Layanan brimo ok tapi cs bri jutek2 kalo melayani,layanan brimo ok tapi cs bri jutek kalo melayani,"['layan', 'brimo', 'ok', 'cs', 'bri', 'galak', 'layan']",layanan brimo ok cs bri galak melayani,4,positive
Jo Va,4,2023-02-01 00:05:19,Banyak fitur,banyak fitur,['fitur'],fitur,0,neutral
Sobandi Achmad,1,2023-02-01 00:02:45,"Diperbaharui malah tambah parah, login susah, pembayaran auto debet error, dimanual error juga. Tagihan terus jd jatuh tempo gimana ini..",diperbaharui malah tambah parah login susah pembayaran auto debet error dimanual error juga tagihan terus jd jatuh tempo gimana ini,"['baharu', 'parah', 'login', 'susah', 'bayar', 'auto', 'debet', 'error', 'manual', 'error', 'tagih', 'jatuh', 'tempo']",diperbaharui parah login susah pembayaran auto debet error dimanual error tagihan jatuh tempo,-28,negative
3rd1 1,5,2023-02-01 00:02:27,Mantap cekalii,mantap cekalii,"['mantap', 'cekalii']",mantap cekalii,5,positive
Budi Atmaja,5,2023-01-31 23:59:30,Memudahkan saya untuk melakukan transaksi apapun,memudahkan saya untuk melakukan transaksi apapun,"['mudah', 'transaksi', 'apa']",memudahkan transaksi apapun,4,positive
Warta 123,5,2023-01-31 23:59:11,Aplikasi nya sangat membantu segala bentuk transaksi saya mantap,aplikasi nya sangat membantu segala bentuk transaksi saya mantap,"['aplikasi', 'nya', 'bantu', 'bentuk', 'transaksi', 'mantap']",aplikasi nya membantu bentuk transaksi mantap,8,positive
Agus Suteja,5,2023-01-31 23:58:32,simpel cepat. ga repot,simpel cepat ga repot,"['simpel', 'cepat', 'ga', 'repot']",simpel cepat ga repot,-2,negative
Adhitya Angger,1,2023-01-31 23:54:35,"Apk nggak guna mau daftar aja sulit bgt,,katanya solusi mudah nyatane malah nyusahin",apk nggak guna mau daftar aja sulit bgtkatanya solusi mudah nyatane malah nyusahin,"['apk', 'daftar', 'sulit', 'bgtkatanya', 'solusi', 'mudah', 'nyatane', 'nyusahin']",apk daftar sulit bgtkatanya solusi mudah nyatane nyusahin,4,positive
Kuasku,2,2023-01-31 23:54:17,Saya sudah menggunakan fitur lupa password. tapi kok belum ada SMS dari BRImo,saya sudah menggunakan fitur lupa password tapi kok belum ada sms dari brimo,"['fitur', 'lupa', 'password', 'sms', 'brimo']",fitur lupa password sms brimo,-2,negative
Suparwoto Toto,5,2023-01-31 23:52:43,Bagu sekali,bagu sekali,['bagu'],bagu,0,neutral
Indra Permana,5,2023-01-31 23:32:12,Mantap..cm sayangnya aplicasi ceria sy susah masuknua,mantapcm sayangnya aplicasi ceria sy susah masuknua,"['mantapcm', 'sayang', 'aplicasi', 'ceria', 'susah', 'masuknua']",mantapcm sayangnya aplicasi ceria susah masuknua,0,neutral
rizki handriadi,5,2023-01-31 23:25:55,Pertahankan ke amanan nya (saya puas),pertahankan ke amanan nya saya puas,"['tahan', 'aman', 'nya', 'puas']",pertahankan amanan nya puas,2,positive
zainal fharel,5,2023-01-31 23:23:45,"Baru di update, coba dulu moga lancar. Terimaka kasih.",baru di update coba dulu moga lancar terimaka kasih,"['update', 'coba', 'moga', 'lancar', 'terimaka', 'kasih']",update coba moga lancar terimaka kasih,5,positive
Ity Rudiansyah,3,2023-01-31 23:21:25,"Kenapa sih nih aplikasi eror mulu,padahal jaringan udah oke😌tlg segera diperbaiki ya",kenapa sih nih aplikasi eror mulupadahal jaringan udah oketlg segera diperbaiki ya,"['sih', 'aplikasi', 'eror', 'mulupadahal', 'jaring', 'oketlg', 'baik', 'iya']",sih aplikasi eror mulupadahal jaringan oketlg diperbaiki iya,-3,negative
Rizal Manai,5,2023-01-31 23:15:36,"Semoga tingkat keamanannya lebih ditingkatkan,, Tks BRI",semoga tingkat keamanannya lebih ditingkatkan tks bri,"['moga', 'tingkat', 'aman', 'tingkat', 'terima', 'kasih', 'bri']",semoga tingkat keamanannya ditingkatkan terima kasih bri,6,positive
Eci Widia,5,2023-01-31 23:01:55,Suku,suku,['suku'],suku,0,neutral
Bayu Saputra,5,2023-01-31 22:58:41,Cepat menu komplit,cepat menu komplit,"['cepat', 'menu', 'komplit']",cepat menu komplit,0,neutral
Arjuna 014,5,2023-01-31 22:41:06,Memudahkan segala macam keuangan,memudahkan segala macam keuangan,"['mudah', 'uang']",memudahkan keuangan,3,positive
Kekasih ku Hani,1,2023-01-31 22:40:37,Aplikasi ga jelas...masa harus dwlod2 trs...error trs...bru kli ini m.banking ribet bgt...ngulang2 trs...poko nya ribet bgt....ga jelas udh berkali2...downlod lg..masih ngulang2 trs....,aplikasi ga jelasmasa harus dwlod trserror trsbru kli ini mbanking ribet bgtngulang trspoko nya ribet bgtga jelas udh berkalidownlod lgmasih ngulang trs,"['aplikasi', 'ga', 'jelasmasa', 'dwlod', 'trserror', 'trsbru', 'kli', 'mbanking', 'ribet', 'bgtngulang', 'trspoko', 'nya', 'ribet', 'bgtga', 'berkalidownlod', 'lgmasih', 'ngulang']",aplikasi ga jelasmasa dwlod trserror trsbru kli mbanking ribet bgtngulang trspoko nya ribet bgtga berkalidownlod lgmasih ngulang,-12,negative
sarpen enhaii,5,2023-01-31 22:13:33,Mantaps,mantaps,['mantaps'],mantaps,0,neutral
Edy Purwanto,5,2023-01-31 22:05:47,Sangat bermanfaaf praktis simpel,sangat bermanfaaf praktis simpel,"['bermanfaaf', 'praktis', 'simpel']",bermanfaaf praktis simpel,7,positive
Heru Susanto,5,2023-01-31 21:56:27,Sy sangat terbantu dengan adanya brimo,sy sangat terbantu dengan adanya brimo,"['bantu', 'brimo']",terbantu brimo,-1,negative
Bayu Priyanto,1,2023-01-31 21:55:13,Layanan buruk katanya onlen Apk gak bisa buat transaksi beli pulsa & lain2 .disuruh dtg ke BRI kantor karyawan TOLOL BEGO semua gak ada bisa bantu cal center jwb mesin. GAK REKONDASI mending SeAbank BCA BNI DANA gojek BRI....no rekomendasi,layanan buruk katanya onlen apk gak bisa buat transaksi beli pulsa  lain disuruh dtg ke bri kantor karyawan tolol bego semua gak ada bisa bantu cal center jwb mesin gak rekondasi mending seabank bca bni dana gojek brino rekomendasi,"['layan', 'buruk', 'onlen', 'apk', 'transaksi', 'beli', 'pulsa', 'suruh', 'bri', 'kantor', 'karyawan', 'tolol', 'bego', 'bantu', 'cal', 'center', 'mesin', 'rekondasi', 'lebih', 'baik', 'seabank', 'bca', 'bni', 'dana', 'gojek', 'brino', 'rekomendasi']",layanan buruk onlen apk transaksi beli pulsa disuruh bri kantor karyawan tolol bego bantu cal center mesin rekondasi lebih baik seabank bca bni dana gojek brino rekomendasi,-3,negative
Ardi Yoko,5,2023-01-31 21:46:56,Sagat membantu sekali 👍👍,sagat membantu sekali,"['sagat', 'bantu']",sagat membantu,-1,negative
Udhynk Nmax155,5,2023-01-31 21:46:05,Aps bgus skli,aps bgus skli,"['bgus', 'skli']",bgus skli,0,neutral
Yaya Qamariyah,5,2023-01-31 21:39:22,Sangat bagus. Sangat membantu.,sangat bagus sangat membantu,"['bagus', 'bantu']",bagus membantu,-3,negative
Rudini Adiwijaya,5,2023-01-31 21:26:30,Sangat senang dan membantu sekali aplikasi ini,sangat senang dan membantu sekali aplikasi ini,"['senang', 'bantu', 'aplikasi']",senang membantu aplikasi,-4,negative
Renaldi McJimmy,5,2023-01-31 21:18:02,"Ngga pernah ada kendala, fiturnya lengkap, praktis.Simply the best",ngga pernah ada kendala fiturnya lengkap praktissimply the best,"['kendala', 'fiturnya', 'lengkap', 'praktissimply', 'the', 'best']",kendala fiturnya lengkap praktissimply the best,-1,negative
Haji Cempet,5,2023-01-31 21:17:22,Warnai Hidup Mu Dari Sebuah Mimpi,warnai hidup mu dari sebuah mimpi,"['warna', 'hidup', 'mu', 'mimpi']",warnai hidup mu mimpi,0,neutral
Fajrin official,5,2023-01-31 20:48:45,Mantap mudah dan praktis,mantap mudah dan praktis,"['mantap', 'mudah', 'praktis']",mantap mudah praktis,12,positive
Fahmy Fahlevi,5,2023-01-31 20:43:04,Memberikan kenyamanan transaksi.. Mudah dan cepat,memberikan kenyamanan transaksi mudah dan cepat,"['nyaman', 'transaksi', 'mudah', 'cepat']",kenyamanan transaksi mudah cepat,11,positive
Mamba Mamba,5,2023-01-31 20:21:09,Ya bagus,ya bagus,"['iya', 'bagus']",iya bagus,-2,negative
Edris Afandi,1,2023-01-31 20:21:01,"Kecewa pusat pengaduan proses lama, topup saldo dana sudah 2x tidak ada dikembalikan saldo saya. Tidak profesional dalam berkerja.",kecewa pusat pengaduan proses lama topup saldo dana sudah x tidak ada dikembalikan saldo saya tidak profesional dalam berkerja,"['kecewa', 'pusat', 'adu', 'proses', 'topup', 'saldo', 'dana', 'x', 'kembali', 'saldo', 'profesional', 'kerja']",kecewa pusat pengaduan proses topup saldo dana x dikembalikan saldo profesional berkerja,11,positive
Hasdar Tahoa,1,2023-01-31 19:55:31,istri saya buat akun berimo sangat di persulit sangat susah ambil fidio yang pas padahal istri saya sudah ikuti semu arahan dari peroses pembuatan akun berimo tapi sangat di persulit saat pengambilan fidio selalu gagal tolong min perbaikilah pengaturannya masa fidio gagal terus sampai puluhan kali masih selalu gagal kalau nanti istri saya bisa buat akun di aplikasi brimo ini nanti saya tambah bintangnya jadi lima min.,istri saya buat akun berimo sangat di persulit sangat susah ambil fidio yang pas padahal istri saya sudah ikuti semu arahan dari peroses pembuatan akun berimo tapi sangat di persulit saat pengambilan fidio selalu gagal tolong min perbaikilah pengaturannya masa fidio gagal terus sampai puluhan kali masih selalu gagal kalau nanti istri saya bisa buat akun di aplikasi brimo ini nanti saya tambah bintangnya jadi lima min,"['istri', 'akun', 'berimo', 'sulit', 'susah', 'ambil', 'fidio', 'pas', 'istri', 'ikut', 'semu', 'arah', 'peroses', 'buat', 'akun', 'berimo', 'sulit', 'ambil', 'fidio', 'gagal', 'tolong', 'min', 'baik', 'atur', 'fidio', 'gagal', 'puluh', 'kali', 'gagal', 'istri', 'akun', 'aplikasi', 'brimo', 'bintang', 'min']",istri akun berimo persulit susah ambil fidio pas istri ikuti semu arahan peroses pembuatan akun berimo persulit pengambilan fidio gagal tolong min perbaikilah pengaturannya fidio gagal puluhan kali gagal istri akun aplikasi brimo bintangnya min,-25,negative
Teti Ti,2,2023-01-31 19:47:20,"kenapa tiba2 limit pengiriman saya berkurang,sebelum2 nya tidak ad limit transferbnya,aneh..!!!",kenapa tiba limit pengiriman saya berkurangsebelum nya tidak ad limit transferbnyaaneh,"['limit', 'kirim', 'berkurangsebelum', 'nya', 'limit', 'transferbnyaaneh']",limit pengiriman berkurangsebelum nya limit transferbnyaaneh,2,positive
Chatim Doang,5,2023-01-31 19:44:35,Akses mudah. Sangat membantu.,akses mudah sangat membantu,"['akses', 'mudah', 'bantu']",akses mudah membantu,4,positive
DANI H.A,1,2023-01-31 18:57:30,Gagal Mulu saat mau bikin padahal perasaratan udh komplit,gagal mulu saat mau bikin padahal perasaratan udh komplit,"['gagal', 'melulu', 'bikin', 'perasaratan', 'komplit']",gagal melulu bikin perasaratan komplit,-7,negative
RASC panda27,1,2023-01-31 18:56:41,Bagaimana sih cara nya klo udah mau verifikasi. Pas scan wajah selalu gagal terus.padahal sinyal nya bagus tapi gagal terus...,bagaimana sih cara nya klo udah mau verifikasi pas scan wajah selalu gagal teruspadahal sinyal nya bagus tapi gagal terus,"['sih', 'nya', 'verifikasi', 'pas', 'scan', 'wajah', 'gagal', 'teruspadahal', 'sinyal', 'nya', 'bagus', 'gagal']",sih nya verifikasi pas scan wajah gagal teruspadahal sinyal nya bagus gagal,-7,negative
Hendra Sikumbang (Hendra),5,2023-01-31 18:49:12,Tolong kasi masukakn kalau kartutelf lita terbelokir mintak kode puk gimna caranya lita untuk bukak brimo nya.karna mintak kode sms untuk mulai liat brimo sesuai rek kita.,tolong kasi masukakn kalau kartutelf lita terbelokir mintak kode puk gimna caranya lita untuk bukak brimo nyakarna mintak kode sms untuk mulai liat brimo sesuai rek kita,"['tolong', 'kasi', 'masukakn', 'kartutelf', 'lita', 'terbelokir', 'mintak', 'kode', 'puk', 'gimna', 'lita', 'bukak', 'brimo', 'nyakarna', 'mintak', 'kode', 'sms', 'lihat', 'brimo', 'sesuai', 'rek']",tolong kasi masukakn kartutelf lita terbelokir mintak kode puk gimna lita bukak brimo nyakarna mintak kode sms lihat brimo sesuai rek,-2,negative
